ID_ENTIDAD,ENTIDAD,ID_DISTRITO_FEDERAL,DISTRITO_FEDERAL,SECCION,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PAN_PRI_PRD,PAN_PRD,PAN_PRI,PRI_PRD,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,CANDIDATO/A NO REGISTRADO/A,VOTOS NULOS,TOTAL_VOTOS_CALCULADOS,LISTA_NOMINAL,PAN_PERCENTAGE,PRI_PERCENTAGE,PRD_PERCENTAGE,PVEM_PERCENTAGE,PT_PERCENTAGE,MC_PERCENTAGE,MORENA_PERCENTAGE,PAN_PRI_PRD_PERCENTAGE,PAN_PRD_PERCENTAGE,PAN_PRI_PERCENTAGE,PRI_PRD_PERCENTAGE,PVEM_PT_MORENA_PERCENTAGE,PVEM_PT_PERCENTAGE,PVEM_MORENA_PERCENTAGE,PT_MORENA_PERCENTAGE,CANDIDATO/A NO REGISTRADO/A_PERCENTAGE,VOTOS NULOS_PERCENTAGE,PARTICIPATION_PERCENTAGE
9,CIUDAD DE MÉXICO,1.0,GUSTAVO A. MADERO,831,61,36,14,49,71,79,878,12,0,2,0,81,12,21,18,2,18,1354,2095,4.5051698670605616,2.658788774002954,1.03397341211226,3.61890694239291,5.243722304283604,5.834564254062038,64.84490398818316,0.8862629246676514,0.0,0.14771048744460857,0.0,5.982274741506647,0.8862629246676514,1.55096011816839,1.329394387001477,0.14771048744460857,1.329394387001477,64.63007159904535
9,CIUDAD DE MÉXICO,1.0,GUSTAVO A. MADERO,832,75,35,7,39,38,82,735,12,0,1,1,78,3,14,13,1,7,1141,1518,6.573181419807186,3.067484662576687,0.6134969325153374,3.4180543382997373,3.3304119193689745,7.186678352322525,64.41717791411043,1.0517090271691498,0.0,0.0876424189307625,0.0876424189307625,6.8361086765994745,0.26292725679228746,1.2269938650306749,1.1393514460999123,0.0876424189307625,0.6134969325153374,75.16469038208169
9,CIUDAD DE MÉXICO,1.0,GUSTAVO A. MADERO,833,148,72,14,83,85,169,1299,31,0,1,0,149,10,38,25,3,42,2169,3483,6.8234209313047485,3.319502074688797,0.6454587367450437,3.826648224988474,3.9188566159520515,7.791609036422314,59.88934993084371,1.4292300599354542,0.0,0.04610419548178884,0.0,6.869525126786538,0.46104195481788846,1.751959428307976,1.1526048870447212,0.13831258644536654,1.9363762102351314,62.273901808785524
9,CIUDAD DE MÉXICO,1.0,GUSTAVO A. MADERO,834,82,41,20,45,45,81,681,8,3,0,0,65,5,13,18,2,24,1133,1741,7.237422771403354,3.618711385701677,1.7652250661959399,3.971756398940865,3.971756398940865,7.149161518093557,60.105913503971756,0.706090026478376,0.264783759929391,0.0,0.0,5.736981465136805,0.44130626654898497,1.1473962930273611,1.5887025595763458,0.176522506619594,2.118270079435128,65.07754164273406
9,CIUDAD DE MÉXICO,1.0,GUSTAVO A. MADERO,835,93,38,25,46,60,98,669,13,2,1,0,56,5,19,17,3,27,1172,1825,7.935153583617748,3.242320819112628,2.1331058020477816,3.9249146757679183,5.1194539249146755,8.361774744027302,57.081911262798634,1.1092150170648465,0.17064846416382254,0.08532423208191127,0.0,4.778156996587031,0.42662116040955633,1.621160409556314,1.4505119453924915,0.25597269624573377,2.303754266211604,64.21917808219179
9,CIUDAD DE MÉXICO,1.0,GUSTAVO A. MADERO,836,74,28,24,40,31,73,522,10,0,0,0,48,2,10,16,0,12,890,1328,8.314606741573034,3.146067415730337,2.696629213483146,4.49438202247191,3.48314606741573,8.202247191011235,58.651685393258425,1.1235955056179776,0.0,0.0,0.0,5.393258426966292,0.22471910112359553,1.1235955056179776,1.7977528089887642,0.0,1.348314606741573,67.01807228915662
9,CIUDAD DE MÉXICO,1.0,GUSTAVO A. MADERO,837,94,22,8,32,37,83,567,18,0,3,0,69,4,12,14,2,13,978,1489,9.611451942740286,2.2494887525562373,0.81799591002045,3.2719836400818,3.783231083844581,8.486707566462167,57.97546012269939,1.8404907975460123,0.0,0.3067484662576687,0.0,7.05521472392638,0.408997955010225,1.2269938650306749,1.4314928425357873,0.2044989775051125,1.329243353783231,65.68166554734721
9,CIUDAD DE MÉXICO,1.0,GUSTAVO A. MADERO,838,89,38,6,33,35,90,508,15,0,5,0,57,5,9,9,0,19,918,1331,9.694989106753813,4.139433551198257,0.6535947712418301,3.594771241830065,3.812636165577342,9.803921568627452,55.33769063180828,1.6339869281045754,0.0,0.5446623093681917,0.0,6.209150326797386,0.5446623093681917,0.9803921568627451,0.9803921568627451,0.0,2.0697167755991286,68.97069872276484
9,CIUDAD DE MÉXICO,1.0,GUSTAVO A. MADERO,839,69,38,7,51,45,91,610,11,1,4,0,67,3,7,20,1,26,1051,1604,6.565176022835395,3.6156041864890582,0.6660323501427212,4.8525214081826835,4.281636536631779,8.658420551855375,58.03996194100856,1.0466222645099905,0.09514747859181732,0.3805899143672693,0.0,6.374881065651761,0.285442435775452,0.6660323501427212,1.9029495718363463,0.09514747859181732,2.47383444338725,65.52369077306733
9,CIUDAD DE MÉXICO,1.0,GUSTAVO A. MADERO,840,64,23,8,56,50,77,598,5,0,1,0,53,4,10,14,1,12,976,1565,6.557377049180328,2.3565573770491803,0.819672131147541,5.737704918032787,5.122950819672131,7.889344262295082,61.270491803278695,0.5122950819672131,0.0,0.10245901639344263,0.0,5.4303278688524586,0.4098360655737705,1.0245901639344261,1.4344262295081966,0.10245901639344263,1.2295081967213115,62.36421725239617
